source,target,length,time,costing
891e0371047ffff,891e03781cbffff,11.657,9187.976,pedestrian
891e036a0d7ffff,891e0378a07ffff,8.568,7002.599,pedestrian
891e0378c33ffff,891e0378587ffff,6.884,5465.475,pedestrian
891e0378e83ffff,891e036a58bffff,7.659,5757.977,pedestrian
891e037a87bffff,891e037abdbffff,1.122,888.159,pedestrian
891e037ae6bffff,891e037ae2fffff,1.485,1242.943,pedestrian
891e03616d7ffff,891e0378a63ffff,5.373,4101.172,pedestrian
891e037152bffff,891e037063bffff,3.296,2476.633,pedestrian
891e0361053ffff,891e0361233ffff,2.448,1859.27,pedestrian
891e0360e8bffff,891e037a9bbffff,16.038,11959.919,pedestrian
891e037a257ffff,891e03780b7ffff,6.447,5367.446,pedestrian
891e037107bffff,891e037812fffff,11.806,9233.722,pedestrian
891e0345997ffff,891e0361887ffff,32.817,25718.298,pedestrian
891e0370217ffff,891e037856bffff,15.756,12237.751,pedestrian
891e0378c73ffff,891e03614c7ffff,6.984,5483.106,pedestrian
891e036ad93ffff,891e0378963ffff,7.994,6032.132,pedestrian
891e037aecfffff,891e0371a23ffff,10.428,8114.201,pedestrian
891e037a333ffff,891e037a897ffff,5.887,4710.291,pedestrian
891e03716cfffff,891e0371673ffff,1.417,1148.414,pedestrian
891e037a8cbffff,891e037aa6fffff,4.362,3365.038,pedestrian
891e037a1b7ffff,891e0378597ffff,4.407,3462.66,pedestrian
891e036161bffff,891e036167bffff,1.452,1093.459,pedestrian
891e0371303ffff,891e0378583ffff,8.373,6554.851,pedestrian
891e0362627ffff,891e037128fffff,16.048,12250.413,pedestrian
891e0378edbffff,891e037832fffff,1.157,936.137,pedestrian
891e0345917ffff,891e037114bffff,12.811,10774.171,pedestrian
891e037100fffff,891e03712b3ffff,1.676,1265.295,pedestrian
891e0378e83ffff,891e037a86bffff,5.097,4026.677,pedestrian
891e0378b5bffff,891e037ab4bffff,7.236,5515.295,pedestrian
891e037a99bffff,891e0363343ffff,9.122,7047.216,pedestrian
891e03714b3ffff,891e037ae3bffff,10.96,8434.441,pedestrian
891e036346bffff,891e037850bffff,10.234,8208.577,pedestrian
891e0363473ffff,891e037aa97ffff,7.745,5975.722,pedestrian
891e036add7ffff,891e036ad83ffff,0.749,576.543,pedestrian
891e0362663ffff,891e0362667ffff,0.449,409.131,pedestrian
891e0378887ffff,891e03785dbffff,9.552,7642.015,pedestrian
891e037ac7bffff,891e037adc7ffff,3.275,2521.044,pedestrian
891e037aeabffff,891e037ae07ffff,0.383,349.888,pedestrian
891e037ae2fffff,891e0378ec3ffff,6.368,5130.437,pedestrian
891e0371b4bffff,891e037ae33ffff,8.927,6792.511,pedestrian
891e037ac63ffff,891e037a1a7ffff,2.767,2162.209,pedestrian
891e0378b17ffff,891e036ad4fffff,9.683,7232.686,pedestrian
891e0371bc3ffff,891e037acabffff,8.174,6207.37,pedestrian
891e0378dc3ffff,891e0371313ffff,10.355,7886.258,pedestrian
891e036a44fffff,891e037a853ffff,12.552,9650.747,pedestrian
891e037ad2bffff,891e037a91bffff,1.887,1432.864,pedestrian
891e037aa07ffff,891e036a307ffff,14.504,10885.041,pedestrian
891e036322fffff,891e03783abffff,11.901,9123.523,pedestrian
891e03784a7ffff,891e037a847ffff,6.545,5445.875,pedestrian
891e037119bffff,891e037858bffff,11.66,9118.917,pedestrian
891e037814bffff,891e0378397ffff,0.584,490.331,pedestrian
891e037100bffff,891e037aa9bffff,8.808,6891.317,pedestrian
891e0371a9bffff,891e037a8c7ffff,5.598,4254.258,pedestrian
891e037a89bffff,891e0378313ffff,9.569,7596.257,pedestrian
891e037b1a3ffff,891e0361557ffff,19.777,15703.559,pedestrian
891e037acb3ffff,891e0378d73ffff,10.354,8127.518,pedestrian
891e0362a67ffff,891e0371bcfffff,14.164,10520.316,pedestrian
891e037a39bffff,891e037addbffff,8.318,6836.573,pedestrian
891e0361457ffff,891e037aa47ffff,8.854,6933.441,pedestrian
891e0378d9bffff,891e03611dbffff,9.356,7127.178,pedestrian
891e0371373ffff,891e037ae07ffff,5.085,3904.968,pedestrian
891e03714b7ffff,891e037a86fffff,13.319,10048.91,pedestrian
891e036028fffff,891e0378d37ffff,9.829,7362.384,pedestrian
891e03716c3ffff,891e037838fffff,13.835,10817.452,pedestrian
891e0378c0fffff,891e037851bffff,6.313,5041.358,pedestrian
891e036a58bffff,891e037ae77ffff,12.072,9247.733,pedestrian
891e03601afffff,891e036006fffff,4.011,3049.98,pedestrian
891e0360023ffff,891e0360477ffff,3.525,2725.727,pedestrian
891e036113bffff,891e036117bffff,2.256,1731.041,pedestrian
891e036a577ffff,891e036a52bffff,0.489,353.569,pedestrian
891e0361883ffff,891e037aea3ffff,21.917,16707.357,pedestrian
891e03789dbffff,891e03783a7ffff,7.18,5531.447,pedestrian
891e037a373ffff,891e036327bffff,12.32,9689.556,pedestrian
891e0363467ffff,891e037a177ffff,12.103,9419.833,pedestrian
891e037ad13ffff,891e037a527ffff,6.335,4948.896,pedestrian
891e036ad83ffff,891e0361053ffff,4.933,3839.903,pedestrian
891e0378b6bffff,891e036343bffff,11.738,8926.534,pedestrian
891e036053bffff,891e036052bffff,0.592,438.647,pedestrian
891e036b4bbffff,891e037aa43ffff,13.412,10258.872,pedestrian
891e037add7ffff,891e037160fffff,6.557,4957.253,pedestrian
891e0378ccbffff,891e03606cfffff,12.273,9420.208,pedestrian
891e037a847ffff,891e037ae5bffff,4.159,3413.712,pedestrian
891e037ac2bffff,891e03636d3ffff,4.562,3491.79,pedestrian
891e037aa6bffff,891e037a2b7ffff,7.715,6166.138,pedestrian
891e037aa67ffff,891e037a9a3ffff,5.915,4654.255,pedestrian
891e0378c87ffff,891e036324bffff,5.105,4069.058,pedestrian
891e03630d3ffff,891e037aa7bffff,7.595,5896.723,pedestrian
891e037996fffff,891e036112fffff,15.715,12508.972,pedestrian
891e037a8d3ffff,891e037a94bffff,3.774,2979.609,pedestrian
891e03785b3ffff,891e037ae57ffff,1.241,1010.119,pedestrian
891e037aa23ffff,891e0378103ffff,3.712,3021.676,pedestrian
891e037a067ffff,891e037aacbffff,5.907,4858.348,pedestrian
891e037a893ffff,891e03630cfffff,8.103,6215.772,pedestrian
891e037a2b3ffff,891e0361883ffff,26.669,20900.042,pedestrian
891e0378c07ffff,891e0378cd7ffff,1.255,974.239,pedestrian
891e036160fffff,891e036164fffff,1.445,1092.825,pedestrian
891e037114bffff,891e0371cd3ffff,3.389,2573.554,pedestrian
891e0378c97ffff,891e03781b7ffff,2.155,1655.638,pedestrian
891e0371243ffff,891e037a177ffff,3.235,2596.295,pedestrian
891e0363447ffff,891e0378583ffff,10.369,8332.151,pedestrian
891e037ac6bffff,891e03636dbffff,5.208,4126.397,pedestrian
891e0378543ffff,891e037a167ffff,4.861,3973.036,pedestrian
891e0378483ffff,891e1cb6983ffff,17.4,13683.255,pedestrian
891e0363067ffff,891e036300fffff,0.888,651.881,pedestrian
891e0378b03ffff,891e037abc3ffff,8.458,6431.036,pedestrian
891e037aa07ffff,891e037aa03ffff,0.582,483.083,pedestrian
891e03605cfffff,891e037a883ffff,16.061,11920.102,pedestrian
891e037ac13ffff,891e0379bafffff,16.006,12367.59,pedestrian
891e0363293ffff,891e037aa8bffff,7.449,5763.886,pedestrian
891e037a567ffff,891e037aa07ffff,7.191,5828.083,pedestrian
891e0379d7bffff,891e037aa73ffff,7.275,5710.352,pedestrian
891e0371c4fffff,891e037aa3bffff,10.252,7827.727,pedestrian
891e037180bffff,891e037aedbffff,12.286,9702.238,pedestrian
891e037130fffff,891e037ac13ffff,2.772,2165.324,pedestrian
891e0361067ffff,891e03613b7ffff,1.923,1426.592,pedestrian
891e037abb7ffff,891e037a9c3ffff,2.04,1527.211,pedestrian
891e03783c7ffff,891e037aa1bffff,6.176,4878.717,pedestrian
891e0345907ffff,891e0345903ffff,0.743,803.175,pedestrian
891e03603dbffff,891e037a8d3ffff,16.962,12789.139,pedestrian
891e03610cfffff,891e03614cbffff,3.092,2348.526,pedestrian
891e037a90fffff,891e03600c7ffff,11.429,8393.802,pedestrian
891e03785dbffff,891e037aecbffff,3.019,2619.955,pedestrian
891e036156bffff,891e037a93bffff,11.052,8280.853,pedestrian
891e0371ab3ffff,891e0378c87ffff,8.558,6694.662,pedestrian
891e03616dbffff,891e037aacbffff,9.614,7408.033,pedestrian
891e037a06fffff,891e037a1abffff,4.244,3671.906,pedestrian
891e037aa8fffff,891e037857bffff,4.394,3562.718,pedestrian
891e03606d7ffff,891e03633b3ffff,1.401,1102.695,pedestrian
891e0361453ffff,891e037131bffff,14.29,10899.579,pedestrian
891e037ad8bffff,891e03632d3ffff,8.331,6358.824,pedestrian
891e0378bbbffff,891e0378babffff,0.394,300.132,pedestrian
891e0378173ffff,891e037aa07ffff,3.904,3133.745,pedestrian
891e037ac63ffff,891e037aca3ffff,1.83,1458.232,pedestrian
891e037add7ffff,891e037166bffff,7.405,5561.853,pedestrian
891e0363407ffff,891e036354fffff,2.301,1732.105,pedestrian
891e037144fffff,891e03785abffff,10.61,8370.271,pedestrian
891e036222bffff,891e037aa1bffff,13.221,10199.52,pedestrian
891e037a953ffff,891e037a84bffff,3.322,2598.159,pedestrian
891e1cb6993ffff,891e1cb68b3ffff,2.719,2028.213,pedestrian
891e0363447ffff,891e037aa73ffff,6.979,5525.025,pedestrian
891e037aeabffff,891e037ab9bffff,3.772,3031.456,pedestrian
891e037aa8bffff,891e037aa2fffff,2.288,1773.916,pedestrian
891e037855bffff,891e03784afffff,1.202,1172.344,pedestrian
891e037137bffff,891e037a9d7ffff,4.284,3305.903,pedestrian
891e037a327ffff,891e0371257ffff,5.202,4171.364,pedestrian
891e03702bbffff,891e03636abffff,12.91,9789.633,pedestrian
891e0371a57ffff,891e037aaabffff,6.784,5203.124,pedestrian
891e03788afffff,891e0378c9bffff,4.134,3242.83,pedestrian
891e037ad57ffff,891e037ab8bffff,4.332,3352.957,pedestrian
891e0379eb3ffff,891e0378137ffff,8.689,6803.619,pedestrian
891e037a3a3ffff,891e0345b6fffff,7.927,7270.463,pedestrian
891e0378b3bffff,891e03614cbffff,3.455,2635.019,pedestrian
891e03785abffff,891e037ac6bffff,4.897,3850.355,pedestrian
891e0379823ffff,891e037a327ffff,11.681,9334.499,pedestrian
891e037ad53ffff,891e037aa57ffff,5.566,4450.1,pedestrian
891e037ae53ffff,891e037aa47ffff,4.107,3294.683,pedestrian
891e03630c7ffff,891e0378d5bffff,7.007,5320.934,pedestrian
891e0378cc7ffff,891e037abdbffff,2.708,2117.641,pedestrian
891e036adc3ffff,891e037ac63ffff,19.287,14729.623,pedestrian
891e0379e2bffff,891e037aaabffff,13.21,10267.689,pedestrian
891e036acb3ffff,891e037aca3ffff,19.191,14453.848,pedestrian
891e0379ab7ffff,891e0378e97ffff,8.919,6841.05,pedestrian
891e0362293ffff,891e03636a3ffff,6.836,5175.061,pedestrian
891e037a1a3ffff,891e037a1b7ffff,0.616,506.77,pedestrian
891e0378c73ffff,891e0378c03ffff,0.771,649.41,pedestrian
891e03714a7ffff,891e0378c43ffff,15.582,12054.119,pedestrian
891e0371527ffff,891e037aaabffff,11.253,8795.604,pedestrian
891e037020fffff,891e03711c7ffff,2.91,2284.781,pedestrian
891e0378407ffff,891e037a2a7ffff,4.992,4114.011,pedestrian
891e0361173ffff,891e0361163ffff,0.517,395.247,pedestrian
891e037892bffff,891e037ac03ffff,12.23,9362.627,pedestrian
891e0379a4bffff,891e037aa67ffff,13.605,10438.576,pedestrian
891e036a227ffff,891e0378b4fffff,6.207,4635.465,pedestrian
891e03789d7ffff,891e037a95bffff,6.285,4804.634,pedestrian
891e037aaabffff,891e037ae6bffff,2.331,1841.985,pedestrian
891e0344b2fffff,891e037126bffff,4.671,3654.507,pedestrian
891e0378b1bffff,891e036a3c7ffff,6.75,5045.222,pedestrian
891e0379997ffff,891e0378b47ffff,3.854,3006.206,pedestrian
891e037136bffff,891e037aa9bffff,5.077,4029.603,pedestrian
891e0363233ffff,891e0378d2fffff,2.872,2183.467,pedestrian
891e0378503ffff,891e037aa73ffff,3.252,2604.507,pedestrian
891e03610afffff,891e037a857ffff,13.245,10158.976,pedestrian
891e0373363ffff,891e0371553ffff,1.838,1388.372,pedestrian
891e0378a7bffff,891e0379997ffff,1.157,931.847,pedestrian
891e037aadbffff,891e036003bffff,16.99,13172.899,pedestrian
891e036acbbffff,891e036acabffff,0.35,255.782,pedestrian
891e03611c3ffff,891e0360277ffff,4.935,3659.37,pedestrian
891e037aba3ffff,891e036148bffff,6.15,4667.808,pedestrian
891e03784dbffff,891e037854fffff,4.472,3909.58,pedestrian
891e0371b47ffff,891e037ae4bffff,12.298,9427.345,pedestrian
891e037aa17ffff,891e037ad5bffff,4.668,3558.399,pedestrian
891e03613b3ffff,891e036114bffff,0.469,347.101,pedestrian
891e037144fffff,891e037aa2bffff,12.243,9495.347,pedestrian
891e0371a47ffff,891e037aabbffff,6.071,4723.45,pedestrian
891e037aa8fffff,891e037851bffff,3.829,3115.824,pedestrian
891e037830fffff,891e037832fffff,1.035,794.83,pedestrian
891e0361073ffff,891e0361077ffff,0.496,388.799,pedestrian
891e037a227ffff,891e037a3cbffff,0.514,433.838,pedestrian
891e037ab83ffff,891e0378e53ffff,7.494,5878.005,pedestrian
891e0371aa7ffff,891e03785bbffff,11.512,9293.132,pedestrian
891e037ababffff,891e03785afffff,5.644,4607.726,pedestrian
891e0371aafffff,891e037812fffff,10.434,8142.846,pedestrian
891e0371053ffff,891e0371057ffff,0.381,299.871,pedestrian
891e037a2a3ffff,891e037aac3ffff,6.323,5000.207,pedestrian
891e0378c0fffff,891e0379d8fffff,5.993,4606.796,pedestrian
891e0378437ffff,891e0378507ffff,2.175,1791.41,pedestrian
891e03784b3ffff,891e03785a3ffff,3.6,3066.932,pedestrian
891e0360e3bffff,891e0360007ffff,4.893,3724.382,pedestrian
891e037a15bffff,891e037a4dbffff,5.767,5000.534,pedestrian
891e03610d7ffff,891e036148bffff,3.26,2499.597,pedestrian
891e037184fffff,891e037aa73ffff,9.129,7212.317,pedestrian
891e037a14fffff,891e037a347ffff,3.124,2624.207,pedestrian
891e03636d7ffff,891e037b147ffff,14.937,13350.634,pedestrian
891e0345933ffff,891e03785b3ffff,9.072,7425.631,pedestrian
891e0371c83ffff,891e0371d4bffff,3.868,2976.916,pedestrian
891e037aab7ffff,891e037a817ffff,1.993,1559.974,pedestrian
891e0379d1bffff,891e0378d87ffff,9.849,7521.501,pedestrian
891e0379137ffff,891e0371303ffff,16.744,13201.331,pedestrian
891e0378e53ffff,891e0378c17ffff,5.0,3844.342,pedestrian
891e0378c03ffff,891e037816fffff,3.45,2649.881,pedestrian
891e0378aa7ffff,891e037a807ffff,9.077,7087.119,pedestrian
891e0378cb7ffff,891e037aa03ffff,3.046,2423.644,pedestrian
891e037838bffff,891e0378a7bffff,8.51,6510.08,pedestrian
891e1cb6dafffff,891e03783a7ffff,10.262,8138.601,pedestrian
891e037a91bffff,891e036327bffff,6.483,4921.896,pedestrian
891e0371ab3ffff,891e03783dbffff,14.872,11608.611,pedestrian
891e034599bffff,891e034598bffff,0.794,754.936,pedestrian
891e037abb7ffff,891e037ae47ffff,7.107,5662.868,pedestrian
891e037aa9bffff,891e0378c4fffff,4.803,3722.96,pedestrian
891e03781a3ffff,891e0378533ffff,2.235,1986.773,pedestrian
891e0360143ffff,891e0378d2fffff,12.14,9145.838,pedestrian
891e037abd7ffff,891e0363637ffff,4.924,3811.858,pedestrian
891e03783b3ffff,891e037b1abffff,8.246,7801.038,pedestrian
891e0362a53ffff,891e037a8c3ffff,19.105,14320.916,pedestrian
891e037aba7ffff,891e037abafffff,0.438,374.381,pedestrian
891e0361573ffff,891e037aa0fffff,11.533,8941.383,pedestrian
891e037840bffff,891e037a14fffff,6.781,6016.977,pedestrian
891e0379ebbffff,891e037abcfffff,12.064,9579.019,pedestrian
891e037aa53ffff,891e0378ecbffff,4.685,3742.35,pedestrian
891e0379ad3ffff,891e0379acbffff,0.834,684.065,pedestrian
891e03789d3ffff,891e03789dbffff,0.87,673.421,pedestrian
891e0378403ffff,891e037a627ffff,5.966,5232.187,pedestrian
891e037127bffff,891e0379943ffff,18.023,13859.044,pedestrian
891e0363507ffff,891e03635b3ffff,1.236,912.136,pedestrian
891e0345973ffff,891e0363343ffff,21.924,17344.65,pedestrian
891e0360137ffff,891e0360133ffff,0.793,615.608,pedestrian
891e0371453ffff,891e037a1bbffff,6.257,4972.762,pedestrian
891e0360077ffff,891e03636dbffff,11.774,8942.148,pedestrian
891e036a293ffff,891e036a00fffff,3.387,3007.514,pedestrian
891e03713abffff,891e037aa0bffff,8.718,6654.787,pedestrian
891e037a977ffff,891e037aa0bffff,5.401,4327.904,pedestrian
891e037838bffff,891e03799afffff,9.495,7274.109,pedestrian
891e0378cd7ffff,891e0378e83ffff,2.269,1790.468,pedestrian
891e0378587ffff,891e037aa47ffff,3.185,2768.648,pedestrian
891e036a2a7ffff,891e036a2abffff,2.842,2615.731,pedestrian
891e037ae07ffff,891e037aa87ffff,1.983,1538.126,pedestrian
891e0363593ffff,891e0371b2bffff,0.353,265.061,pedestrian
891e037aecfffff,891e037a3d7ffff,3.353,2966.746,pedestrian
891e037a233ffff,891e037b5bbffff,4.069,4174.959,pedestrian
891e0371173ffff,891e037ab23ffff,9.596,7325.904,pedestrian
891e037aad3ffff,891e037aacbffff,0.708,561.405,pedestrian
891e037a94bffff,891e03633a7ffff,8.56,6608.336,pedestrian
891e037ad57ffff,891e0371a23ffff,5.571,4244.252,pedestrian
891e0378ecbffff,891e03781d3ffff,3.447,2733.61,pedestrian
891e036346fffff,891e0378c47ffff,8.595,6567.753,pedestrian
891e037100bffff,891e03712c7ffff,3.643,2837.741,pedestrian
891e037ab6bffff,891e03632abffff,4.894,3844.761,pedestrian
891e037814bffff,891e037aa97ffff,6.026,4775.645,pedestrian
891e037a1afffff,891e037ab8bffff,6.725,5347.029,pedestrian
891e0371477ffff,891e037841bffff,13.995,12199.141,pedestrian
891e0378523ffff,891e037a833ffff,5.304,4390.05,pedestrian
891e0378a63ffff,891e0378d9bffff,8.162,6344.726,pedestrian
891e037a3cfffff,891e037a3c3ffff,0.563,450.241,pedestrian
891e036349bffff,891e037a953ffff,3.756,2802.911,pedestrian
891e03785abffff,891e037ae9bffff,3.383,2686.233,pedestrian
891e0363463ffff,891e037a9d7ffff,4.171,3183.84,pedestrian
891e03785c3ffff,891e0379ddbffff,7.475,5821.295,pedestrian
891e0379917ffff,891e0378c57ffff,6.586,5090.045,pedestrian
891e0371a6bffff,891e0378c47ffff,9.148,6969.178,pedestrian
891e0378057ffff,891e0378cd3ffff,6.151,4876.008,pedestrian
891e0361ecbffff,891e036105bffff,4.789,3642.213,pedestrian
891e0371157ffff,891e0362217ffff,12.256,9294.522,pedestrian
891e0378ecbffff,891e037aa1bffff,5.152,4171.455,pedestrian
891e037ad23ffff,891e03630d7ffff,4.987,3881.51,pedestrian
891e03612b3ffff,891e0361017ffff,2.022,1551.935,pedestrian
891e037a5a3ffff,891e037ab6bffff,11.373,8991.41,pedestrian
891e0345903ffff,891e0378c37ffff,15.731,12518.124,pedestrian
891e037892bffff,891e03788a7ffff,2.926,2240.181,pedestrian
891e036ad57ffff,891e0378bc3ffff,10.795,8023.258,pedestrian
891e03636afffff,891e0378c07ffff,6.794,5207.246,pedestrian
891e0361307ffff,891e0378dd3ffff,11.144,8615.843,pedestrian
891e0362623ffff,891e037aacbffff,14.107,11046.407,pedestrian
891e0371b6bffff,891e03632b7ffff,5.812,4411.262,pedestrian
891e036003bffff,891e037aac3ffff,16.745,12859.733,pedestrian
891e0378da3ffff,891e037aa93ffff,6.239,4971.831,pedestrian
891e0378577ffff,891e037aa7bffff,2.715,2129.52,pedestrian
891e036a3c7ffff,891e037aa2fffff,12.84,9669.748,pedestrian
891e037ae43ffff,891e037a31bffff,3.126,2605.462,pedestrian
891e03606abffff,891e036a42fffff,13.732,10353.647,pedestrian
891e0378493ffff,891e037aac3ffff,5.678,4714.222,pedestrian
891e0371243ffff,891e037166fffff,1.974,1541.186,pedestrian
891e037184fffff,891e037a91bffff,4.43,3497.872,pedestrian
891e03713a7ffff,891e037aa6fffff,10.155,7773.628,pedestrian
891e037a273ffff,891e037ae2bffff,6.869,5660.074,pedestrian
891e037334bffff,891e037a123ffff,8.09,6190.54,pedestrian
891e037980fffff,891e037810fffff,7.025,5524.522,pedestrian
891e036003bffff,891e03633cbffff,8.605,6477.711,pedestrian
891e03630a3ffff,891e037a843ffff,9.163,6956.211,pedestrian
891e037ae5bffff,891e037160fffff,7.439,5755.544,pedestrian
891e0371ec3ffff,891e03713bbffff,1.688,1326.732,pedestrian
891e03616b3ffff,891e0378c9bffff,8.043,6160.068,pedestrian
891e03784a3ffff,891e03783d7ffff,5.262,4276.037,pedestrian
891e037ac1bffff,891e037aa8bffff,4.217,3328.225,pedestrian
891e0371edbffff,891e037adc3ffff,3.288,2488.604,pedestrian
891e0378507ffff,891e037ae57ffff,2.709,2179.451,pedestrian
891e037ad4bffff,891e03712bbffff,6.327,4970.033,pedestrian
891e037185bffff,891e037aacbffff,9.494,7412.683,pedestrian
891e0361497ffff,891e0361487ffff,0.483,360.647,pedestrian
891e0361497ffff,891e0371317ffff,13.308,10201.202,pedestrian
891e037a127ffff,891e03783d7ffff,8.743,6997.792,pedestrian
891e036005bffff,891e0360033ffff,2.717,2070.88,pedestrian
891e0378cb7ffff,891e0378a6fffff,8.1,6263.487,pedestrian
891e037ac23ffff,891e0371347ffff,2.24,1670.532,pedestrian
891e037a583ffff,891e037ac2fffff,6.889,5533.404,pedestrian
891e0362297ffff,891e037a95bffff,10.685,8134.307,pedestrian
891e0378543ffff,891e0378467ffff,1.792,1843.438,pedestrian
891e036304bffff,891e037ab6fffff,4.543,3478.506,pedestrian
891e0361627ffff,891e03612afffff,2.112,1615.203,pedestrian
891e0379d73ffff,891e0378c7bffff,6.567,5019.52,pedestrian
891e037a1bbffff,891e037024fffff,9.717,7393.48,pedestrian
891e0378623ffff,891e037a847ffff,9.234,7647.21,pedestrian
891e03616c7ffff,891e036144fffff,1.761,1337.816,pedestrian
891e036226bffff,891e0378dd7ffff,10.72,8085.988,pedestrian
891e036aca3ffff,891e036acafffff,0.336,251.936,pedestrian
891e037a00fffff,891e037aa1bffff,6.931,5823.0,pedestrian
891e036326bffff,891e0371327ffff,11.766,9075.631,pedestrian
891e0378517ffff,891e0378e8bffff,4.933,3959.145,pedestrian
891e037aacfffff,891e0370277ffff,12.157,9466.333,pedestrian
891e037ad57ffff,891e037aa1bffff,5.503,4210.388,pedestrian
891e0378b2bffff,891e037aa6bffff,8.458,6456.574,pedestrian
891e037187bffff,891e037ae63ffff,10.236,8047.709,pedestrian
891e037ab87ffff,891e037aa8bffff,4.213,3296.827,pedestrian
891e03636bbffff,891e0378c9bffff,6.027,4689.078,pedestrian
891e0378667ffff,891e037811bffff,5.788,4488.051,pedestrian
891e03788a3ffff,891e0378c3bffff,2.802,2252.83,pedestrian
891e0371157ffff,891e037a8afffff,6.778,5093.856,pedestrian
891e037abb3ffff,891e037ae2bffff,4.771,3755.31,pedestrian
891e0363353ffff,891e0361487ffff,1.325,1038.434,pedestrian
891e03634c7ffff,891e037ab6bffff,6.11,4649.095,pedestrian
891e0371847ffff,891e03635bbffff,5.202,3923.152,pedestrian
891e037115bffff,891e03785abffff,10.358,8199.715,pedestrian
891e037ad5bffff,891e0361043ffff,13.622,10349.431,pedestrian
891e03713a7ffff,891e037116bffff,0.418,362.477,pedestrian
891e0378b47ffff,891e0363533ffff,12.95,9934.136,pedestrian
891e036167bffff,891e0378847ffff,5.366,3983.961,pedestrian
891e0361483ffff,891e037ab6bffff,5.833,4451.606,pedestrian
891e0378553ffff,891e03785afffff,2.327,1898.424,pedestrian
891e0378517ffff,891e0378c6fffff,6.143,4917.729,pedestrian
891e03799a7ffff,891e03618cbffff,17.073,12818.192,pedestrian
891e037abc3ffff,891e036157bffff,10.702,8191.584,pedestrian
891e037aaa7ffff,891e0371ad7ffff,5.961,4648.081,pedestrian
891e03635b3ffff,891e036324fffff,8.818,6860.479,pedestrian
891e037ac63ffff,891e0378507ffff,5.488,4343.216,pedestrian
891e0360053ffff,891e036004bffff,0.764,579.756,pedestrian
891e0378c07ffff,891e0378597ffff,6.657,5315.507,pedestrian
891e037ad4bffff,891e037ab6bffff,5.976,4631.626,pedestrian
891e0378b1bffff,891e0378b17ffff,0.771,565.968,pedestrian
891e036322bffff,891e0378503ffff,12.509,9751.744,pedestrian
891e0379923ffff,891e036a0cbffff,2.592,1965.378,pedestrian
891e03602abffff,891e0360023ffff,2.871,2183.986,pedestrian
891e0371a7bffff,891e0371a6bffff,0.48,344.492,pedestrian
891e037a3cfffff,891e037ab87ffff,9.14,7330.027,pedestrian
891e0371213ffff,891e037aac3ffff,7.212,5727.774,pedestrian
891e0378c0bffff,891e03781a3ffff,2.622,2075.604,pedestrian
891e0362247ffff,891e0362273ffff,0.469,353.599,pedestrian
891e0379883ffff,891e037aa9bffff,10.15,8215.474,pedestrian
891e037855bffff,891e0361467ffff,13.832,10849.773,pedestrian
891e0378c8fffff,891e037a90fffff,5.506,4316.983,pedestrian
891e0378a2bffff,891e0361883ffff,17.24,13239.955,pedestrian
891e037814fffff,891e0378387ffff,0.799,645.098,pedestrian
891e0378cc3ffff,891e037ab43ffff,2.458,1895.568,pedestrian
891e03636a3ffff,891e036365bffff,3.125,2373.165,pedestrian
891e0361487ffff,891e036a1a7ffff,8.522,6533.549,pedestrian
891e036346fffff,891e0378cd3ffff,8.061,6190.2,pedestrian
891e0378073ffff,891e037807bffff,0.602,505.609,pedestrian
891e037a86fffff,891e037ac6bffff,3.04,2376.759,pedestrian
891e037a863ffff,891e03788abffff,6.304,4827.537,pedestrian
891e037ae33ffff,891e037ab33ffff,5.26,4224.734,pedestrian
891e037a143ffff,891e037ae27ffff,5.255,4325.598,pedestrian
891e0378d97ffff,891e037acb3ffff,8.144,6266.738,pedestrian
891e0361553ffff,891e037aa0bffff,11.248,8771.035,pedestrian
891e03784b3ffff,891e037842bffff,1.986,1662.644,pedestrian
891e0371ecbffff,891e03713b7ffff,1.372,1064.822,pedestrian
891e03799abffff,891e03781b7ffff,7.627,5956.392,pedestrian
891e037aa0fffff,891e037ac6bffff,3.924,3115.542,pedestrian
891e037334bffff,891e0371113ffff,8.76,6525.317,pedestrian
891e037aa57ffff,891e03780c7ffff,5.343,4610.147,pedestrian
891e0361653ffff,891e0378b2bffff,1.233,921.551,pedestrian
891e0379d57ffff,891e0378303ffff,2.945,2174.283,pedestrian
891e036224fffff,891e03635dbffff,4.407,3350.013,pedestrian
891e037a9afffff,891e037812fffff,8.342,6522.539,pedestrian
891e0371ed3ffff,891e0379d8fffff,15.114,11611.062,pedestrian
891e0378cb7ffff,891e0371313ffff,8.939,7012.838,pedestrian
891e036a567ffff,891e036a017ffff,2.663,2028.588,pedestrian
891e036a043ffff,891e037b3b3ffff,20.357,17022.525,pedestrian
891e036133bffff,891e037aa33ffff,14.087,10805.742,pedestrian
891e03612b7ffff,891e0371a03ffff,14.201,10813.272,pedestrian
891e037a5a3ffff,891e037a873ffff,7.982,6379.499,pedestrian
891e037a16bffff,891e037aedbffff,0.762,657.307,pedestrian
891e0371aa7ffff,891e037a863ffff,6.859,5340.551,pedestrian
891e037a38bffff,891e037abcbffff,7.264,6028.761,pedestrian
891e0378c83ffff,891e0378ec7ffff,3.865,2979.143,pedestrian
891e037adcfffff,891e0378ec3ffff,10.3,7865.799,pedestrian
891e0361457ffff,891e0378d43ffff,4.535,3508.531,pedestrian
891e03781a3ffff,891e037aacbffff,1.914,1545.435,pedestrian
